,customer,state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,policy_level,renew_offer_type,sales_channel,vehicle_class,vehicle_size,number_of_open_complaints,number_of_policies
3783,YU79270,Arizona,No,Basic,College,2011-01-15,Medical Leave,M,Suburban,Single,Personal Auto,1,Offer1,Branch,Four-Door Car,Medsize,1,4
3784,HU81007,Oregon,No,Basic,Bachelor,2011-02-28,Disabled,F,Suburban,Divorced,Personal Auto,3,Offer1,Agent,SUV,Medsize,0,3
3785,XH53960,Arizona,No,Basic,Bachelor,2011-02-12,Unemployed,F,Suburban,Single,Personal Auto,3,Offer3,Agent,Four-Door Car,Small,0,1
3786,MM62953,Arizona,No,Basic,High School or Below,2011-02-16,Employed,M,Suburban,Married,Personal Auto,3,Offer3,Agent,Four-Door Car,Medsize,0,7
3787,DA74095,Arizona,No,Premium,Bachelor,2011-02-18,Employed,F,Suburban,Married,Personal Auto,3,Offer1,Call Center,Sports Car,Medsize,1,1
3788,QD46343,Arizona,Yes,Extended,High School or Below,2011-01-05,Employed,F,Suburban,Married,Personal Auto,3,Offer3,Agent,Four-Door Car,Small,0,1
3789,FR17176,Arizona,No,Basic,High School or Below,2011-02-23,Unemployed,F,Suburban,Married,Personal Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,2
3790,WY26014,California,No,Extended,High School or Below,2011-01-19,Employed,F,Urban,Married,Personal Auto,2,Offer1,Agent,Four-Door Car,Medsize,0,2
3791,RY32848,Oregon,No,Extended,Doctor,2011-02-21,Employed,M,Rural,Married,Personal Auto,3,Offer2,Call Center,SUV,Medsize,0,2
3792,JG83987,Arizona,No,Extended,Bachelor,2011-01-13,Employed,F,Urban,Married,Personal Auto,3,Offer3,Web,Two-Door Car,Large,0,7
3793,MQ48266,Arizona,No,Basic,Bachelor,2011-01-11,Employed,F,Urban,Married,Personal Auto,3,Offer1,Agent,Two-Door Car,Medsize,4,3
3794,EA68909,California,No,Basic,Bachelor,2011-02-08,Employed,M,Suburban,Single,Personal Auto,3,Offer2,Agent,Four-Door Car,Medsize,0,1
3795,KP51068,Oregon,No,Basic,Bachelor,2011-02-01,Employed,M,Urban,Single,Personal Auto,3,Offer1,Branch,Four-Door Car,Medsize,0,1
3796,CM78608,California,No,Basic,High School or Below,2011-01-31,Employed,F,Rural,Divorced,Personal Auto,3,Offer2,Call Center,Two-Door Car,Medsize,0,9
3797,TZ11597,California,No,Basic,College,2011-01-17,Employed,M,Rural,Married,Personal Auto,3,Offer2,Branch,Two-Door Car,Medsize,0,9
3798,GS76685,California,Yes,Basic,High School or Below,2011-02-18,Retired,M,Suburban,Divorced,Corporate Auto,3,Offer1,Branch,SUV,Medsize,1,2
3799,BR40272,California,No,Premium,College,2011-01-30,Employed,M,Suburban,Married,Personal Auto,2,Offer2,Branch,Four-Door Car,Medsize,0,7
3800,FX36546,Washington,No,Extended,Master,2011-01-17,Employed,M,Rural,Married,Personal Auto,3,Offer2,Agent,Four-Door Car,Medsize,0,1
3801,FY31714,Oregon,No,Extended,Bachelor,2011-02-19,Employed,M,Urban,Single,Personal Auto,3,Offer2,Call Center,Four-Door Car,Large,0,2
3802,GL99349,California,No,Basic,High School or Below,2011-02-01,Employed,M,Suburban,Married,Personal Auto,2,Offer4,Web,Two-Door Car,Small,5,2
3803,HH49391,Oregon,No,Extended,High School or Below,2011-01-10,Retired,M,Suburban,Divorced,Special Auto,1,Offer3,Web,SUV,Medsize,0,4
3804,WG26617,Oregon,No,Extended,Bachelor,2011-02-28,Employed,M,Rural,Married,Personal Auto,3,Offer1,Web,Two-Door Car,Medsize,0,2
3805,JL97265,Oregon,No,Basic,Master,2011-01-07,Unemployed,M,Suburban,Married,Personal Auto,3,Offer2,Web,Four-Door Car,Medsize,0,7
3806,QQ25666,Arizona,No,Basic,High School or Below,2011-01-25,Employed,M,Urban,Married,Personal Auto,3,Offer2,Branch,Luxury Car,Medsize,0,6
3807,VE72838,Arizona,Yes,Premium,High School or Below,2011-02-01,Employed,F,Suburban,Single,Personal Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,2
3808,ZN27809,Oregon,No,Basic,College,2011-01-13,Unemployed,F,Suburban,Single,Personal Auto,3,Offer1,Web,SUV,Medsize,0,8
3809,IZ71030,California,No,Basic,College,2011-02-08,Employed,F,Rural,Married,Personal Auto,2,Offer3,Branch,Four-Door Car,Medsize,1,1
3810,LU79958,Washington,No,Basic,Bachelor,2011-01-17,Unemployed,F,Suburban,Single,Personal Auto,1,Offer1,Web,Four-Door Car,Large,4,1
3811,KT30737,California,No,Basic,College,2011-01-29,Unemployed,M,Suburban,Single,Corporate Auto,1,Offer2,Agent,SUV,Medsize,0,1
3812,IU32539,California,No,Extended,Bachelor,2011-02-12,Employed,F,Suburban,Single,Personal Auto,1,Offer4,Branch,Two-Door Car,Medsize,1,9
3813,UI73924,Oregon,No,Basic,Bachelor,2011-01-02,Employed,F,Urban,Married,Personal Auto,3,Offer3,Agent,Two-Door Car,Medsize,3,1
3814,RZ89359,California,No,Basic,College,2011-01-11,Employed,F,Rural,Divorced,Personal Auto,1,Offer4,Web,Four-Door Car,Medsize,0,1
3815,CE21829,Oregon,No,Extended,College,2011-01-30,Employed,M,Rural,Divorced,Personal Auto,3,Offer1,Call Center,SUV,Small,0,5
3816,BU17847,Arizona,Yes,Basic,Master,2011-01-26,Employed,M,Rural,Single,Personal Auto,2,Offer1,Agent,Sports Car,Medsize,0,8
3817,XA63646,California,No,Premium,Master,2011-01-07,Employed,F,Urban,Married,Personal Auto,3,Offer2,Branch,Four-Door Car,Medsize,0,1
3818,EA40332,Oregon,No,Premium,Bachelor,2011-01-22,Employed,M,Suburban,Divorced,Personal Auto,2,Offer2,Agent,SUV,Medsize,0,7
3819,KB75939,Oregon,No,Extended,Bachelor,2011-01-08,Disabled,F,Rural,Divorced,Corporate Auto,3,Offer3,Branch,Sports Car,Medsize,0,3
3820,PR98117,Oregon,No,Basic,Bachelor,2011-02-11,Employed,F,Rural,Single,Personal Auto,3,Offer2,Branch,Four-Door Car,Medsize,0,1
3821,ZE62067,Arizona,Yes,Basic,Master,2011-01-31,Disabled,M,Suburban,Divorced,Corporate Auto,3,Offer1,Call Center,Four-Door Car,Small,0,2
3822,AU45793,Arizona,Yes,Extended,Doctor,2011-02-18,Employed,M,Rural,Divorced,Corporate Auto,3,Offer2,Branch,Four-Door Car,Medsize,0,1
3823,RE29131,Oregon,Yes,Basic,College,2011-02-10,Employed,F,Rural,Married,Personal Auto,2,Offer2,Branch,SUV,Large,0,1
3824,FZ19620,Oregon,No,Extended,High School or Below,2011-02-23,Unemployed,M,Suburban,Single,Corporate Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,2
3825,HM93220,Arizona,No,Extended,High School or Below,2011-02-09,Medical Leave,F,Suburban,Married,Personal Auto,2,Offer1,Agent,Sports Car,Medsize,1,2
3826,BO94261,Arizona,No,Basic,Doctor,2011-01-20,Unemployed,M,Rural,Married,Personal Auto,1,Offer2,Call Center,Four-Door Car,Medsize,1,2
3827,TC18805,Washington,No,Extended,Bachelor,2011-01-15,Disabled,M,Urban,Married,Personal Auto,1,Offer1,Agent,SUV,Medsize,2,3
3828,UQ24268,Oregon,No,Extended,High School or Below,2011-02-12,Unemployed,F,Suburban,Married,Personal Auto,1,Offer4,Agent,Four-Door Car,Medsize,0,2
3829,NF25863,Nevada,No,Extended,High School or Below,2011-01-17,Employed,M,Suburban,Married,Personal Auto,3,Offer1,Call Center,Two-Door Car,Medsize,0,8
3830,FD98839,Oregon,No,Basic,College,2011-02-08,Employed,M,Rural,Married,Personal Auto,1,Offer2,Call Center,Two-Door Car,Large,0,1
3831,FN99437,California,No,Basic,College,2011-02-25,Employed,M,Urban,Divorced,Corporate Auto,3,Offer2,Agent,SUV,Medsize,0,1
3832,DZ35379,Arizona,No,Basic,High School or Below,2011-01-27,Employed,F,Urban,Married,Personal Auto,2,Offer2,Branch,Two-Door Car,Medsize,0,5
3833,IA67715,California,No,Basic,High School or Below,2011-02-26,Employed,F,Suburban,Married,Personal Auto,2,Offer4,Branch,Luxury Car,Medsize,0,1
3834,JG61793,Washington,No,Extended,High School or Below,2011-01-18,Unemployed,M,Suburban,Single,Personal Auto,1,Offer1,Branch,Four-Door Car,Small,2,1
3835,CR41258,Nevada,No,Basic,College,2011-02-12,Employed,M,Rural,Married,Personal Auto,3,Offer3,Branch,Four-Door Car,Medsize,0,1
3836,BE75190,California,No,Extended,College,2011-01-13,Employed,M,Suburban,Single,Corporate Auto,1,Offer2,Web,Four-Door Car,Medsize,0,2
3837,EW16697,Arizona,No,Basic,High School or Below,2011-01-16,Employed,F,Rural,Married,Personal Auto,3,Offer4,Agent,Two-Door Car,Medsize,0,1
3838,HI60054,California,No,Extended,Bachelor,2011-02-01,Employed,F,Urban,Married,Personal Auto,2,Offer1,Agent,Two-Door Car,Medsize,2,2
3839,MU57098,Oregon,Yes,Extended,Bachelor,2011-01-19,Unemployed,F,Suburban,Married,Personal Auto,1,Offer2,Agent,Four-Door Car,Small,0,3
3840,WB21698,California,No,Extended,High School or Below,2011-02-07,Employed,F,Urban,Married,Personal Auto,3,Offer2,Branch,Four-Door Car,Medsize,0,1
3841,MU75490,Oregon,No,Basic,Bachelor,2011-01-25,Employed,M,Urban,Married,Corporate Auto,3,Offer1,Agent,SUV,Medsize,0,3
3842,UA44429,California,No,Basic,College,2011-01-24,Unemployed,F,Suburban,Married,Personal Auto,3,Offer2,Branch,Four-Door Car,Medsize,0,1
3843,PP64004,Nevada,No,Basic,Bachelor,2011-01-20,Disabled,F,Suburban,Married,Personal Auto,1,Offer1,Agent,SUV,Small,0,3
3844,FI77477,Washington,No,Extended,College,2011-01-23,Unemployed,M,Suburban,Single,Personal Auto,1,Offer4,Agent,SUV,Small,0,1
3845,NT40494,California,No,Basic,High School or Below,2011-02-27,Employed,F,Urban,Married,Personal Auto,1,Offer1,Agent,Four-Door Car,Medsize,0,6
3846,YM98727,California,No,Premium,High School or Below,2011-01-27,Employed,F,Suburban,Married,Personal Auto,2,Offer1,Agent,Four-Door Car,Small,1,2
3847,NT77164,Arizona,No,Basic,Doctor,2011-02-09,Medical Leave,M,Rural,Married,Personal Auto,2,Offer1,Agent,Four-Door Car,Medsize,0,1
3848,IL91509,Oregon,No,Basic,Bachelor,2011-01-22,Unemployed,F,Suburban,Single,Special Auto,3,Offer1,Call Center,Luxury Car,Medsize,1,4
3849,PS47550,California,No,Basic,High School or Below,2011-01-13,Employed,F,Suburban,Married,Personal Auto,3,Offer1,Branch,SUV,Medsize,0,2
3850,PK66498,California,No,Basic,High School or Below,2011-01-02,Employed,M,Suburban,Married,Personal Auto,3,Offer1,Call Center,Two-Door Car,Medsize,0,2
3851,NG93751,California,No,Extended,Bachelor,2011-02-27,Employed,M,Urban,Married,Corporate Auto,3,Offer2,Branch,Two-Door Car,Medsize,0,1
3852,KL84615,Arizona,No,Basic,High School or Below,2011-02-22,Unemployed,M,Suburban,Married,Personal Auto,2,Offer3,Call Center,Four-Door Car,Large,2,3
3853,AP27994,Oregon,No,Basic,High School or Below,2011-02-01,Disabled,F,Suburban,Married,Special Auto,2,Offer3,Agent,Sports Car,Medsize,0,1
3854,TP20456,Arizona,No,Extended,High School or Below,2011-01-01,Employed,M,Suburban,Married,Personal Auto,2,Offer3,Agent,Luxury SUV,Medsize,0,1
3855,OB21477,Oregon,No,Extended,College,2011-01-10,Employed,M,Suburban,Married,Personal Auto,1,Offer3,Branch,Two-Door Car,Medsize,0,2
3856,LH80781,Washington,No,Basic,College,2011-01-25,Unemployed,F,Suburban,Single,Personal Auto,2,Offer1,Agent,Four-Door Car,Medsize,1,3
3857,UU70820,Arizona,No,Basic,College,2011-02-22,Employed,F,Urban,Married,Personal Auto,3,Offer2,Call Center,Four-Door Car,Large,0,5
3858,ER66372,California,No,Basic,Bachelor,2011-02-22,Employed,F,Suburban,Married,Personal Auto,2,Offer1,Agent,Four-Door Car,Medsize,2,2
3859,XD81935,Oregon,Yes,Basic,Bachelor,2011-01-26,Employed,F,Urban,Married,Personal Auto,3,Offer2,Agent,Four-Door Car,Medsize,1,3
3860,AT30076,Nevada,No,Extended,High School or Below,2011-01-03,Employed,F,Suburban,Single,Personal Auto,3,Offer3,Agent,Four-Door Car,Small,0,1
3861,EW34576,Arizona,No,Basic,High School or Below,2011-01-25,Employed,F,Suburban,Divorced,Corporate Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,1
3862,XC14741,California,No,Basic,High School or Below,2011-02-26,Employed,M,Urban,Divorced,Corporate Auto,2,Offer2,Branch,Four-Door Car,Medsize,0,1
3863,PG84165,California,No,Extended,High School or Below,2011-01-27,Unemployed,M,Suburban,Single,Personal Auto,3,Offer2,Branch,Four-Door Car,Medsize,0,1
3864,CN16311,Oregon,No,Basic,Master,2011-02-06,Employed,F,Rural,Married,Corporate Auto,3,Offer2,Call Center,Four-Door Car,Medsize,0,8
3865,TZ19823,California,Yes,Extended,Bachelor,2011-01-26,Employed,F,Suburban,Divorced,Personal Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,1
3866,NC34154,California,No,Basic,High School or Below,2011-02-28,Disabled,F,Suburban,Married,Special Auto,2,Offer2,Web,Two-Door Car,Medsize,2,2
3867,LQ50657,Arizona,Yes,Extended,High School or Below,2011-01-15,Employed,F,Suburban,Married,Personal Auto,1,Offer2,Agent,Two-Door Car,Large,0,1
3868,JL16084,Arizona,No,Extended,College,2011-01-03,Unemployed,F,Suburban,Single,Personal Auto,3,Offer1,Branch,Four-Door Car,Medsize,0,3
3869,CJ81391,Oregon,Yes,Basic,College,2011-02-03,Employed,M,Urban,Married,Personal Auto,3,Offer2,Web,Four-Door Car,Medsize,0,2
3870,WQ89892,Washington,No,Basic,College,2011-01-08,Unemployed,F,Suburban,Married,Special Auto,1,Offer2,Branch,Two-Door Car,Medsize,1,1
3871,JW70372,Arizona,No,Extended,Doctor,2011-01-22,Employed,F,Rural,Married,Personal Auto,2,Offer2,Branch,Four-Door Car,Medsize,2,7
3872,AW17574,Nevada,No,Extended,Bachelor,2011-01-25,Unemployed,F,Suburban,Divorced,Corporate Auto,3,Offer1,Call Center,SUV,Large,0,8
3873,GL66847,Arizona,Yes,Basic,Bachelor,2011-01-25,Employed,F,Rural,Married,Personal Auto,3,Offer2,Web,Two-Door Car,Medsize,0,2
3874,DC62428,Arizona,No,Basic,High School or Below,2011-01-09,Employed,M,Suburban,Married,Personal Auto,3,Offer3,Branch,Four-Door Car,Medsize,0,8
3875,KR54589,California,No,Basic,High School or Below,2011-01-05,Employed,F,Rural,Married,Personal Auto,3,Offer4,Agent,Four-Door Car,Small,0,3
3876,BC47264,California,No,Extended,College,2011-02-05,Employed,F,Rural,Single,Special Auto,3,Offer3,Agent,Two-Door Car,Medsize,0,5
3877,SN58128,Oregon,No,Extended,College,2011-02-18,Employed,F,Urban,Married,Personal Auto,1,Offer4,Branch,SUV,Small,0,7
3878,TD97297,Oregon,No,Basic,Bachelor,2011-02-25,Employed,M,Urban,Married,Personal Auto,1,Offer3,Agent,Sports Car,Medsize,0,6
3879,TK13024,Oregon,No,Basic,College,2011-02-03,Employed,M,Urban,Married,Personal Auto,3,Offer2,Web,SUV,Medsize,0,1
3880,LR97507,Arizona,No,Basic,High School or Below,2011-02-19,Unemployed,M,Suburban,Single,Corporate Auto,2,Offer1,Agent,Four-Door Car,Large,0,1
3881,KC14861,Oregon,No,Basic,High School or Below,2011-02-11,Employed,M,Rural,Married,Personal Auto,1,Offer1,Web,Luxury SUV,Medsize,1,6
3882,DC37886,Arizona,No,Basic,High School or Below,2011-02-23,Employed,F,Rural,Married,Personal Auto,1,Offer2,Branch,Two-Door Car,Medsize,0,2
3883,SP56326,Arizona,No,Premium,High School or Below,2011-01-01,Medical Leave,F,Suburban,Divorced,Personal Auto,3,Offer1,Branch,Four-Door Car,Medsize,0,7
3884,OQ99704,Washington,No,Basic,Bachelor,2011-02-11,Employed,F,Urban,Married,Personal Auto,3,Offer2,Branch,SUV,Small,0,1
3885,GQ92754,Nevada,No,Extended,College,2011-02-12,Unemployed,M,Suburban,Married,Personal Auto,3,Offer1,Call Center,Four-Door Car,Medsize,0,2
3886,DX28320,California,No,Basic,High School or Below,2011-01-29,Unemployed,F,Suburban,Single,Personal Auto,3,Offer1,Branch,Four-Door Car,Medsize,2,7
3887,BM83544,Arizona,No,Basic,Bachelor,2011-01-25,Unemployed,F,Suburban,Single,Personal Auto,2,Offer2,Agent,SUV,Medsize,0,5
3888,YB96664,Washington,Yes,Basic,Bachelor,2011-01-18,Employed,M,Suburban,Divorced,Corporate Auto,3,Offer2,Branch,Two-Door Car,Medsize,3,9
3889,RO90746,California,No,Extended,High School or Below,2011-02-11,Employed,F,Suburban,Married,Personal Auto,3,Offer3,Agent,Luxury Car,Medsize,0,7
3890,UV46349,Oregon,No,Extended,Bachelor,2011-01-04,Unemployed,F,Rural,Married,Personal Auto,3,Offer3,Call Center,Four-Door Car,Medsize,2,7
3891,MY32188,Oregon,No,Basic,Bachelor,2011-01-20,Unemployed,M,Suburban,Single,Corporate Auto,3,Offer1,Agent,Two-Door Car,Small,0,1
3892,OV87950,California,No,Basic,College,2011-02-14,Employed,M,Suburban,Married,Personal Auto,1,Offer3,Branch,Two-Door Car,Large,0,1
3893,ZG82132,Oregon,Yes,Premium,Bachelor,2011-01-28,Employed,F,Suburban,Single,Personal Auto,2,Offer1,Branch,Two-Door Car,Medsize,0,1
3894,LZ31103,Oregon,Yes,Basic,College,2011-01-20,Employed,F,Urban,Married,Personal Auto,2,Offer2,Agent,Four-Door Car,Medsize,0,1
3895,HO79663,Arizona,No,Basic,Doctor,2011-02-08,Employed,F,Rural,Married,Personal Auto,2,Offer1,Branch,Sports Car,Medsize,1,1
3896,RS57109,Arizona,No,Premium,Bachelor,2011-01-20,Employed,F,Rural,Married,Personal Auto,2,Offer1,Agent,Two-Door Car,Medsize,2,1
3897,NA21420,Oregon,No,Basic,Bachelor,2011-02-03,Employed,F,Rural,Divorced,Corporate Auto,3,Offer2,Agent,Four-Door Car,Medsize,0,4
3898,MY98825,California,No,Basic,Bachelor,2011-02-02,Employed,F,Rural,Divorced,Corporate Auto,2,Offer3,Web,Two-Door Car,Medsize,0,2
3899,VW73816,Oregon,No,Basic,Bachelor,2011-01-28,Employed,M,Urban,Married,Personal Auto,3,Offer1,Agent,SUV,Medsize,1,3
3900,FN66189,Oregon,No,Extended,College,2011-02-08,Employed,F,Rural,Married,Personal Auto,3,Offer4,Branch,Four-Door Car,Medsize,0,2
3901,HU75748,Arizona,No,Basic,High School or Below,2011-02-13,Unemployed,F,Suburban,Single,Personal Auto,2,Offer3,Branch,Two-Door Car,Medsize,1,2
3902,OS11465,Oregon,No,Basic,High School or Below,2011-01-10,Employed,M,Suburban,Married,Special Auto,1,Offer4,Call Center,SUV,Medsize,0,7
3903,UY61913,Oregon,No,Basic,College,2011-02-11,Disabled,M,Urban,Married,Personal Auto,2,Offer1,Agent,SUV,Medsize,0,4
3904,OD70577,Arizona,No,Extended,College,2011-02-28,Unemployed,F,Suburban,Single,Personal Auto,3,Offer1,Branch,Two-Door Car,Medsize,1,1
3905,DC91024,Oregon,No,Basic,Bachelor,2011-02-07,Unemployed,M,Suburban,Single,Personal Auto,3,Offer4,Branch,Two-Door Car,Small,0,2
3906,VQ67172,Oregon,No,Basic,College,2011-01-09,Unemployed,F,Suburban,Married,Corporate Auto,2,Offer4,Agent,Four-Door Car,Small,0,2
3907,MF23895,Arizona,No,Basic,College,2011-01-13,Employed,F,Rural,Married,Corporate Auto,3,Offer4,Agent,Four-Door Car,Medsize,1,1
3908,AA10041,California,No,Basic,High School or Below,2011-02-02,Unemployed,M,Suburban,Single,Personal Auto,3,Offer1,Call Center,SUV,Medsize,0,5
3909,DV36320,California,No,Extended,High School or Below,2011-01-18,Employed,F,Urban,Married,Personal Auto,3,Offer4,Branch,Luxury SUV,Medsize,0,4
3910,UE72026,California,No,Extended,College,2011-01-28,Employed,F,Rural,Divorced,Personal Auto,2,Offer3,Agent,Sports Car,Small,0,1
3911,SE78641,Arizona,No,Basic,Bachelor,2011-01-16,Unemployed,M,Suburban,Single,Personal Auto,2,Offer1,Call Center,Two-Door Car,Large,0,4
3912,YC69616,Arizona,Yes,Basic,College,2011-01-24,Retired,F,Suburban,Married,Personal Auto,3,Offer2,Branch,Two-Door Car,Large,0,1
3913,SM10254,Oregon,Yes,Extended,Bachelor,2011-01-10,Medical Leave,F,Suburban,Married,Personal Auto,1,Offer2,Agent,SUV,Small,0,1
3914,AG45299,California,No,Basic,College,2011-01-20,Employed,M,Rural,Divorced,Personal Auto,3,Offer2,Web,SUV,Small,0,8
3915,KS45476,Washington,No,Extended,High School or Below,2011-02-10,Employed,F,Suburban,Single,Personal Auto,3,Offer1,Agent,Sports Car,Large,0,2
3916,No69427,California,No,Basic,High School or Below,2011-02-07,Employed,M,Rural,Married,Corporate Auto,3,Offer4,Agent,Four-Door Car,Medsize,0,1
3917,BA52133,California,No,Basic,Master,2011-02-11,Employed,M,Suburban,Married,Personal Auto,2,Offer3,Call Center,Four-Door Car,Small,0,7
3918,WT59944,California,No,Premium,College,2011-02-15,Employed,F,Rural,Divorced,Personal Auto,1,Offer2,Call Center,Sports Car,Medsize,0,2
3919,XV30885,California,No,Basic,College,2011-01-25,Employed,M,Urban,Divorced,Personal Auto,3,Offer1,Agent,SUV,Medsize,1,1
3920,LU79865,Nevada,No,Basic,Bachelor,2011-02-27,Employed,M,Suburban,Divorced,Personal Auto,1,Offer1,Agent,Four-Door Car,Small,1,9
3921,BL29046,Oregon,Yes,Basic,Doctor,2011-02-22,Employed,F,Urban,Married,Corporate Auto,2,Offer2,Branch,Four-Door Car,Medsize,0,7
3922,AM34581,Oregon,No,Extended,Bachelor,2011-01-05,Employed,F,Rural,Married,Corporate Auto,2,Offer2,Branch,Two-Door Car,Medsize,3,6
3923,YN75239,Oregon,No,Basic,College,2011-01-12,Employed,M,Rural,Married,Personal Auto,3,Offer3,Agent,Luxury SUV,Small,1,1
3924,OJ84485,California,No,Basic,High School or Below,2011-01-27,Medical Leave,M,Suburban,Married,Personal Auto,2,Offer1,Call Center,SUV,Medsize,0,2
3925,JA12995,Oregon,No,Basic,College,2011-02-15,Unemployed,F,Suburban,Married,Personal Auto,3,Offer3,Agent,Four-Door Car,Medsize,0,1
3926,OD85990,Oregon,No,Basic,Bachelor,2011-02-14,Disabled,F,Suburban,Divorced,Corporate Auto,3,Offer1,Branch,SUV,Medsize,0,1
3927,NZ57264,California,No,Basic,Bachelor,2011-01-26,Unemployed,M,Suburban,Single,Personal Auto,3,Offer4,Call Center,SUV,Medsize,0,4
3928,OL39995,Oregon,No,Basic,Bachelor,2011-02-25,Unemployed,M,Suburban,Divorced,Personal Auto,2,Offer4,Agent,Four-Door Car,Medsize,0,2
3929,LK51620,California,No,Premium,High School or Below,2011-01-15,Employed,M,Suburban,Married,Corporate Auto,3,Offer1,Branch,Four-Door Car,Small,0,2
3930,ZB91993,Arizona,Yes,Extended,College,2011-01-25,Retired,M,Suburban,Married,Personal Auto,3,Offer1,Agent,Four-Door Car,Medsize,5,5
3931,SZ60342,Arizona,No,Basic,College,2011-01-13,Employed,M,Suburban,Married,Personal Auto,3,Offer1,Agent,Two-Door Car,Small,0,3
3932,WE80653,Oregon,No,Basic,Bachelor,2011-02-03,Unemployed,F,Rural,Divorced,Personal Auto,3,Offer1,Agent,SUV,Medsize,2,6
3933,EE28119,Arizona,No,Premium,Bachelor,2011-02-03,Employed,F,Urban,Divorced,Personal Auto,3,Offer1,Agent,Two-Door Car,Medsize,2,1
3934,GA49547,Washington,No,Basic,High School or Below,2011-02-18,Employed,M,Rural,Married,Personal Auto,3,Offer1,Branch,Four-Door Car,Medsize,0,6
3935,BA92673,Oregon,No,Basic,High School or Below,2011-02-05,Unemployed,F,Rural,Married,Personal Auto,2,Offer2,Web,Four-Door Car,Large,0,2
3936,PT70350,Oregon,No,Premium,High School or Below,2011-02-21,Employed,M,Suburban,Married,Corporate Auto,1,Offer4,Agent,Four-Door Car,Medsize,0,2
3937,KL29678,Oregon,No,Basic,Master,2011-01-08,Employed,F,Suburban,Married,Personal Auto,3,Offer2,Agent,Sports Car,Medsize,0,5
